rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A4QDT3	45.619	3.17e-90	291	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278685	1277696	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A4IQA1	38.462	2.83e-64	217	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278688	1277717	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A5D1U4	38.679	1.58e-63	215	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278694	1277744	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A0LLR7	37.685	1.60e-61	209	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278691	1277705	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A1BJJ1	35.952	9.63e-61	206	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278685	1277696	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A4XV57	39.375	9.23e-60	204	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278688	1277729	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94		UniRef90_A4W4A9	35.030	1.04e-58	201	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1278688	1277708	|PWY0-1319|	good_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	1
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	lysophosphatidate acyltransferase	2.3.1.51	NA	UniRef90_Q49402	20.426	1.14e-04	39.7	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	335775	336437	|PWY0-1319|	bad_blast	NA	rxn05254 rxn06140 rxn06141 rxn06235 rxn08083 rxn08084 rxn08085 rxn08086 rxn08087 rxn08088 rxn08089 rxn10211 rxn10212 rxn10213 rxn10214 rxn10215 rxn10216 rxn10217 rxn10218 rxn10219 rxn10403 rxn14402 rxn16846 rxn23713 rxn26357 rxn26444 rxn28973 rxn33922 rxn33923 rxn33924 rxn33925 rxn33926 rxn33928 rxn33930 rxn37217 rxn37219 	NA	0	NA
RXN-10462	acyl-acp:sn-glycerol-3-phosphate 1-O-acyltransferase	2.3.1.15	NA									|PWY0-1319|	no_blast	NA	rxn05269 rxn05901 rxn06191 rxn07173 rxn08546 rxn08547 rxn08548 rxn08549 rxn08550 rxn08551 rxn08552 rxn10202 rxn10203 rxn10204 rxn10205 rxn10206 rxn10207 rxn10208 rxn10209 rxn10210 rxn10410 rxn14401 rxn20934 rxn23669 rxn28231 rxn28237 rxn28967 rxn28970 rxn28974 rxn33922 rxn33923 rxn33924 rxn33925 rxn33926 rxn33928 rxn33930 	NA	0	NA
FORMATEDEHYDROG-RXN	formate dehydrogenase (menaquinone)	1.17.5.3	NA									|PWY0-1321|	no_blast	NA	 	NA	0	NA
RXN0-3501	nitrate reductase	1.7.5.1	NA									|PWY0-1321|	no_blast	NA	rxn12498 rxn16339 rxn21509 rxn26054 rxn37044 rxn37045 rxn37046 rxn37047 	Subunit 1	1	NA
RXN0-3501	nitrate reductase	1.7.5.1	NA									|PWY0-1321|	no_blast	NA	rxn12498 rxn16339 rxn21509 rxn26054 rxn37044 rxn37045 rxn37046 rxn37047 	Subunit 2	1	NA
RXN0-3501	nitrate reductase	1.7.5.1	NA									|PWY0-1321|	no_blast	NA	rxn12498 rxn16339 rxn21509 rxn26054 rxn37044 rxn37045 rxn37046 rxn37047 	Subunit 3	1	NA
RXN0-3501	nitrate reductase	1.7.5.1	NA									|PWY0-1321|	no_blast	NA	rxn12498 rxn16339 rxn21509 rxn26054 rxn37044 rxn37045 rxn37046 rxn37047 	Subunit undefined	1	NA
RXN0-3501	nitrate reductase	1.7.5.1	NA									|PWY0-1321|	no_blast	NA	rxn12498 rxn16339 rxn21509 rxn26054 rxn37044 rxn37045 rxn37046 rxn37047 	NA	1	NA
NANE-RXN	N-acetyl-D-mannosamine-6-phosphate epimerase	5.1.3.9	NA	UniRef90_Q6MT55	24.324	0.012	33.1	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	992545	991937	|PWY0-1324|	bad_blast	NA	rxn01506 rxn06240 rxn18980 	NA	0	NA
ACNEULY-RXN	N-acetylneuraminate lyase	4.1.3.3	NA	UniRef90_Q8FD58	29.707	1.16e-28	112	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1052895	1052191	|PWY0-1324|	bad_blast	NA	rxn01322 rxn15266 rxn15267 rxn19038 	NA	0	NA
NANK-RXN	N-acetylmannosamine kinase	2.7.1.60	NA	UniRef90_Q4QP43	26.792	4.43e-13	66.2	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	236072	236824	|PWY0-1324|	bad_blast	NA	rxn01951 rxn06206 rxn20233 rxn20272 	NA	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1329|	no_blast	NA	rxn16346 	Subunit 1	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1329|	no_blast	NA	rxn16346 	Subunit 10	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1329|	no_blast	NA	rxn16346 	Subunit 2	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1329|	no_blast	NA	rxn16346 	Subunit undefined	0	NA
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	succinate:quinone oxidoreductase	1.3.5.1		sp|P0AC41|SDHA_ECOLI	40.792	7.19e-124	399	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	740926	742647	|PWY0-1329|	good_blast	NA	rxn00288 rxn06109 rxn09272 rxn09417 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	1
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	succinate:quinone oxidoreductase	1.3.5.1		sp|P0AC41|SDHA_ECOLI	32.168	3.72e-61	216	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	279039	280649	|PWY0-1329|	good_blast	NA	rxn00288 rxn06109 rxn09272 rxn09417 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	1
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	succinate:quinone oxidoreductase	1.3.5.1		UniRef90_G4V4G6	39.587	1.63e-121	392	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	740926	742647	|PWY0-1329|	good_blast	NA	rxn00288 rxn06109 rxn09272 rxn09417 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit undefined	0	1
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	succinate:quinone oxidoreductase	1.3.5.1		UniRef90_G4V4G6	32.686	3.85e-62	219	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	279039	280640	|PWY0-1329|	good_blast	NA	rxn00288 rxn06109 rxn09272 rxn09417 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit undefined	0	1
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 1	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 10	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 11	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 12	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 13	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 14	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 2	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 3	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 4	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 5	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 6	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 7	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1334|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 8	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2		UniRef50_Q1LQ32	36.763	6.26e-139	454	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	359684	361837	|PWY0-1334|	good_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit undefined	0	NA
RXN0-5266	cytochrome bd-I ubiquinol oxidase	7.1.1.7	NA									|PWY0-1334|	no_blast	NA	rxn08288 rxn10112 rxn12494 rxn38529 	Subunit 1	0	NA
RXN0-5266	cytochrome bd-I ubiquinol oxidase	7.1.1.7	NA									|PWY0-1334|	no_blast	NA	rxn08288 rxn10112 rxn12494 rxn38529 	Subunit 10	0	NA
RXN0-5266	cytochrome bd-I ubiquinol oxidase	7.1.1.7	NA									|PWY0-1334|	no_blast	NA	rxn08288 rxn10112 rxn12494 rxn38529 	Subunit 2	0	NA
RXN0-5266	cytochrome bd-I ubiquinol oxidase	7.1.1.7	NA									|PWY0-1334|	no_blast	NA	rxn08288 rxn10112 rxn12494 rxn38529 	Subunit undefined	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 1	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 10	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 11	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 12	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 13	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 14	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 2	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 3	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 4	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 5	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 6	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 7	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2	NA									|PWY0-1335|	no_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit 8	0	NA
NADH-DEHYDROG-A-RXN	NADH:ubiquinone oxidoreductase (H+-transporting)	7.1.1.2		UniRef50_Q1LQ32	36.763	6.26e-139	454	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	359684	361837	|PWY0-1335|	good_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	Subunit undefined	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1335|	no_blast	NA	rxn16346 	Subunit 1	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1335|	no_blast	NA	rxn16346 	Subunit 10	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1335|	no_blast	NA	rxn16346 	Subunit 2	0	NA
RXN0-5268	ubiquinol oxidase (H+-transporting)	7.1.1.3	NA									|PWY0-1335|	no_blast	NA	rxn16346 	Subunit undefined	0	NA
RXN0-5388	NADH:menaquinone oxidoreductase (H+-transporting)	1.6.5	NA									|PWY0-1336|	no_seq_data	NA	 	NA	0	NA
R601-RXN	fumarate reductase	1.3.5.4	NA									|PWY0-1336|	no_blast	NA	rxn08527 rxn08528 rxn10619 rxn13706 rxn13707 rxn16332 rxn20745 	Subunit 3	0	1
R601-RXN	fumarate reductase	1.3.5.4	NA									|PWY0-1336|	no_blast	NA	rxn08527 rxn08528 rxn10619 rxn13706 rxn13707 rxn16332 rxn20745 	Subunit 4	0	1
R601-RXN	fumarate reductase	1.3.5.4		sp|O06913|FRDA_HELPY	29.654	2.70e-75	262	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	740896	742581	|PWY0-1336|	good_blast	NA	rxn08527 rxn08528 rxn10619 rxn13706 rxn13707 rxn16332 rxn20745 	Subunit OS	0	1
R601-RXN	fumarate reductase	1.3.5.4		UniRef90_O06913	29.654	2.70e-75	262	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	740896	742581	|PWY0-1336|	good_blast	NA	rxn08527 rxn08528 rxn10619 rxn13706 rxn13707 rxn16332 rxn20745 	Subunit undefined	0	1
RXN0-5391	delta3-cis-delta2-trans-enoyl-CoA isomerase	5.3.3.8	NA									|PWY0-1337|	no_blast	NA	rxn02869 rxn03254 rxn08706 rxn09038 rxn09288 rxn19654 rxn22965 rxn24471 	Subunit 1	0	NA
RXN0-5391	delta3-cis-delta2-trans-enoyl-CoA isomerase	5.3.3.8	NA									|PWY0-1337|	no_blast	NA	rxn02869 rxn03254 rxn08706 rxn09038 rxn09288 rxn19654 rxn22965 rxn24471 	Subunit undefined	0	NA
RXN0-5391	delta3-cis-delta2-trans-enoyl-CoA isomerase	5.3.3.8	NA									|PWY0-1337|	no_blast	NA	rxn02869 rxn03254 rxn08706 rxn09038 rxn09288 rxn19654 rxn22965 rxn24471 	NA	0	NA
RXN0-5390	acyl-CoA thioesterase	3.1.2	NA	UniRef90_P44498	31.724	4.93e-43	153	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2108498	2107635	|PWY0-1337|	bad_blast	NA	 	NA	0	NA
RXN0-5393	enoyl-CoA hydratase	4.2.1.17	NA									|PWY0-1337|	no_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	NA
RXN0-5393	enoyl-CoA hydratase	4.2.1.17	NA									|PWY0-1337|	no_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	NA
RXN0-5393	enoyl-CoA hydratase	4.2.1.17	NA									|PWY0-1337|	no_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	NA	0	NA
RXN-17783	acyl-CoA dehydrogenase	1.3.8.8	NA									|PWY0-1337|	no_blast	NA	 	NA	0	NA
